INFO | app_logger | 2023-04-02 12:39:32,587 | 19 | The program has started.
INFO | utils_logger | 2023-04-02 13:36:43,925 | 33 | Raising a number to a power completed successfully.
INFO | utils_logger | 2023-04-02 13:36:43,928 | 38 | Calculator finished work.
INFO | app_logger | 2023-04-02 13:36:43,928 | 14 | App finished work.
INFO | app_logger | 2023-04-02 13:40:05,742 | 10 | The program has started.
INFO | utils_logger | 2023-04-02 13:40:10,995 | 10 | Calculator started working.
INFO | utils_logger | 2023-04-02 13:40:10,996 | 21 | Multiplication completed successfully.
INFO | utils_logger | 2023-04-02 13:40:10,996 | 38 | Calculator finished work.
INFO | app_logger | 2023-04-02 13:40:10,997 | 15 | App finished work.
INFO | app_logger | 2023-04-02 13:42:17,565 | 12 | The program has started.
INFO | utils_logger | 2023-04-02 13:42:20,511 | 10 | Calculator started working.
INFO | utils_logger | 2023-04-02 13:42:20,513 | 21 | Multiplication completed successfully.
INFO | utils_logger | 2023-04-02 13:42:20,515 | 38 | Calculator finished work.
INFO | app_logger | 2023-04-02 13:42:20,516 | 17 | App finished work.
INFO | app_logger | 2023-04-02 14:17:55,824 | 10 | The program has started.
INFO | utils_logger | 2023-04-02 14:18:03,994 | 10 | Calculator started working.
INFO | utils_logger | 2023-04-02 14:18:03,996 | 15 | Summation completed successfully.
INFO | utils_logger | 2023-04-02 14:18:03,997 | 38 | Calculator finished work.
INFO | app_logger | 2023-04-02 14:18:03,999 | 15 | App finished work.
INFO | app_logger | 2023-04-02 14:19:13,980 | 10 | The program has started.
INFO | utils_logger | 2023-04-02 14:19:16,928 | 10 | Calculator started working.
INFO | utils_logger | 2023-04-02 14:19:16,931 | 21 | Multiplication completed successfully.
INFO | utils_logger | 2023-04-02 14:19:16,933 | 38 | Calculator finished work.
INFO | app_logger | 2023-04-02 14:19:16,934 | 15 | App finished work.
INFO | app_logger | 2023-04-02 14:20:20,687 | 10 | The program has started.
INFO | utils_logger | 2023-04-02 14:20:24,062 | 10 | Calculator started working.
INFO | utils_logger | 2023-04-02 14:20:24,068 | 21 | Multiplication completed successfully.
INFO | utils_logger | 2023-04-02 14:20:24,069 | 38 | Calculator finished work.
INFO | app_logger | 2023-04-02 14:20:24,078 | 15 | App finished work.
INFO | app_logger | 2023-04-02 14:20:24,079 | 17 | ASCII test true: test
INFO | app_logger | 2023-04-02 14:20:33,767 | 10 | The program has started.
INFO | utils_logger | 2023-04-02 14:20:37,465 | 10 | Calculator started working.
INFO | utils_logger | 2023-04-02 14:20:37,470 | 33 | Raising a number to a power completed successfully.
INFO | utils_logger | 2023-04-02 14:20:37,476 | 38 | Calculator finished work.
INFO | app_logger | 2023-04-02 14:20:37,478 | 15 | App finished work.
INFO | app_logger | 2023-04-02 14:20:37,479 | 17 | ASCII test true: test
INFO | utils_logger | 2023-04-02 14:21:34,539 | 41 | ASCII test true: test
INFO | app_logger | 2023-04-02 14:21:34,542 | 10 | The program has started.
INFO | utils_logger | 2023-04-02 14:21:41,062 | 10 | Calculator started working.
INFO | utils_logger | 2023-04-02 14:21:41,068 | 18 | Subtraction completed successfully.
INFO | utils_logger | 2023-04-02 14:21:41,071 | 38 | Calculator finished work.
INFO | app_logger | 2023-04-02 14:21:41,073 | 15 | App finished work.
INFO | app_logger | 2023-04-02 14:21:41,074 | 17 | ASCII test true: test
INFO | app_logger | 2023-04-02 14:22:20,768 | 10 | The program has started.
INFO | utils_logger | 2023-04-02 14:22:25,487 | 10 | Calculator started working.
INFO | utils_logger | 2023-04-02 14:22:25,488 | 12 | ASCII test true: test
INFO | utils_logger | 2023-04-02 14:22:25,491 | 22 | Subtraction completed successfully.
INFO | utils_logger | 2023-04-02 14:22:25,493 | 42 | Calculator finished work.
INFO | app_logger | 2023-04-02 14:22:25,494 | 15 | App finished work.
INFO | app_logger | 2023-04-02 14:22:25,495 | 17 | ASCII test true: test
INFO | app_logger | 2023-04-02 14:28:22,165 | 10 | The program has started.
INFO | utils_logger | 2023-04-02 14:28:26,181 | 10 | Calculator started working.
INFO | utils_logger | 2023-04-02 14:28:26,188 | 12 | ASCII test true: test
INFO | utils_logger | 2023-04-02 14:28:26,192 | 19 | Summation completed successfully.
INFO | utils_logger | 2023-04-02 14:28:26,193 | 42 | Calculator finished work.
INFO | app_logger | 2023-04-02 14:28:26,194 | 15 | App finished work.
INFO | app_logger | 2023-04-02 14:28:26,195 | 17 | ASCII test true: test
INFO | app_logger | 2023-04-04 17:03:31,880 | 10 | The program has started.
INFO | utils_logger | 2023-04-04 17:03:36,180 | 10 | Calculator started working.
INFO | utils_logger | 2023-04-04 17:03:36,189 | 12 | ASCII test true: test
INFO | utils_logger | 2023-04-04 17:03:36,195 | 19 | Summation completed successfully.
INFO | utils_logger | 2023-04-04 17:03:36,199 | 42 | Calculator finished work.
INFO | app_logger | 2023-04-04 17:03:36,202 | 15 | App finished work.
INFO | app_logger | 2023-04-04 17:03:36,205 | 17 | ASCII test true: test
INFO | app_logger | 2023-04-04 17:04:53,252 | 10 | The program has started.
INFO | utils_logger | 2023-04-04 17:04:58,252 | 10 | Calculator started working.
INFO | utils_logger | 2023-04-04 17:04:58,260 | 12 | ASCII test true: test
INFO | utils_logger | 2023-04-04 17:04:58,271 | 42 | Calculator finished work.
INFO | app_logger | 2023-04-04 17:04:58,275 | 15 | App finished work.
INFO | app_logger | 2023-04-04 17:04:58,278 | 17 | ASCII test true: test
INFO | app_logger | 2023-04-04 17:05:26,779 | 10 | The program has started.
INFO | utils_logger | 2023-04-04 17:05:30,761 | 10 | Calculator started working.
INFO | utils_logger | 2023-04-04 17:05:30,770 | 12 | ASCII test true: test
INFO | utils_logger | 2023-04-04 17:05:30,782 | 19 | Summation completed successfully.
INFO | utils_logger | 2023-04-04 17:05:30,789 | 42 | Calculator finished work.
INFO | app_logger | 2023-04-04 17:05:30,796 | 15 | App finished work.
INFO | app_logger | 2023-04-04 17:05:30,802 | 17 | ASCII test true: test
INFO | app_logger | 2023-04-04 17:06:37,240 | 10 | The program has started.
INFO | utils_logger | 2023-04-04 17:06:41,062 | 10 | Calculator started working.
INFO | utils_logger | 2023-04-04 17:06:41,070 | 12 | ASCII test true: test
INFO | utils_logger | 2023-04-04 17:06:41,078 | 19 | Summation completed successfully.
INFO | utils_logger | 2023-04-04 17:06:41,084 | 42 | Calculator finished work.
INFO | app_logger | 2023-04-04 17:06:41,091 | 15 | App finished work.
INFO | app_logger | 2023-04-04 17:06:41,098 | 17 | ASCII test true: test
INFO | app_logger | 2023-04-04 17:07:48,800 | 10 | The program has started.
INFO | utils_logger | 2023-04-04 17:07:52,981 | 10 | Calculator started working.
INFO | utils_logger | 2023-04-04 17:07:52,996 | 12 | ASCII test true: test
INFO | utils_logger | 2023-04-04 17:07:53,009 | 19 | Summation completed successfully.
INFO | utils_logger | 2023-04-04 17:07:53,017 | 42 | Calculator finished work.
INFO | app_logger | 2023-04-04 17:07:53,023 | 15 | App finished work.
INFO | app_logger | 2023-04-04 17:07:53,030 | 17 | ASCII test true: test
INFO | app_logger | 2023-04-04 17:09:47,773 | 10 | The program has started.
INFO | utils_logger | 2023-04-04 17:09:51,337 | 10 | Calculator started working.
INFO | utils_logger | 2023-04-04 17:09:51,355 | 12 | ASCII test true: test
INFO | utils_logger | 2023-04-04 17:09:51,378 | 42 | Calculator finished work.
INFO | app_logger | 2023-04-04 17:09:51,390 | 15 | App finished work.
INFO | app_logger | 2023-04-04 17:09:51,397 | 17 | ASCII test true: test
INFO | app_logger | 2023-04-04 17:14:19,320 | 10 | The program has started.
INFO | utils_logger | 2023-04-04 17:14:22,123 | 10 | Calculator started working.
INFO | utils_logger | 2023-04-04 17:14:22,141 | 12 | ASCII test true: test
INFO | utils_logger | 2023-04-04 17:14:22,156 | 19 | Summation completed successfully.
INFO | utils_logger | 2023-04-04 17:14:22,167 | 42 | Calculator finished work.
INFO | app_logger | 2023-04-04 17:14:22,176 | 15 | App finished work.
INFO | app_logger | 2023-04-04 17:14:22,182 | 17 | ASCII test true: test
